DisplayName,CmeSymbol,Side,FilledQty,RemainingQty,AvgPrice,Time,OrderType,Contract Type
ArtArtArtArt,CL,Sell,1,0,72.53,2025-02-20 15:30:40 -0600,MKT,Future
ArtArtArtArt,CL,Buy,1,0,75.82,2025-01-21 18:36:38 -0600,LMT,Future
ArtArtArtArt,ETH,Buy,1,0,3338.0,2025-01-21 18:39:06 -0600,LMT,Future
Jordan Belfort,ES,Buy,5,0,6134.75,2025-01-23 13:34:41 -0600,LMT,Future
Jordan Belfort,ES,Sell,5,0,6134.75,2025-01-23 13:41:00 -0600,MKT,Future
Jordan Belfort,ES,Buy,3,0,6134.5,2025-01-23 13:55:50 -0600,MKT,Future
Jordan Belfort,ES,Sell,3,0,6136.25,2025-01-23 13:58:57 -0600,LMT,Future
Dani Nikolov,GC,Buy,5,0,2744.3,2025-01-21 00:11:07 -0600,MKT,Future
Dani Nikolov,GC,Sell,5,0,2747.9,2025-01-21 08:40:50 -0600,LMT,Future
Dani Nikolov,GC,Buy,7,0,2754.0,2025-01-21 10:13:28 -0600,MKT,Future
Dani Nikolov,GC,Sell,7,0,2761.3,2025-01-21 11:08:49 -0600,LMT,Future
Dani Nikolov,GC,Sell,8,0,2757.7,2025-01-21 11:46:39 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2756.6,2025-01-21 11:57:15 -0600,MKT,Future
Dani Nikolov,ES,Buy,5,0,6082.0,2025-01-21 12:00:24 -0600,MKT,Future
Dani Nikolov,ES,Sell,5,0,6085.3,2025-01-21 12:19:30 -0600,MKT,Future
Dani Nikolov,GC,Buy,6,0,2759.8,2025-01-21 12:33:18 -0600,MKT,Future
Dani Nikolov,GC,Sell,6,0,2761.1,2025-01-21 12:46:58 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2763.2,2025-01-21 19:45:53 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2762.1,2025-01-21 19:57:50 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2762.0,2025-01-21 19:58:13 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2763.8,2025-01-21 20:05:47 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2764.6,2025-01-21 20:13:28 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2768.4,2025-01-21 22:55:30 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2768.7,2025-01-21 23:33:21 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2770.9,2025-01-22 00:01:04 -0600,MKT,Future
Dani Nikolov,ES,Buy,6,0,6124.75,2025-01-22 09:41:42 -0600,MKT,Future
Dani Nikolov,ES,Sell,6,0,6130.75,2025-01-22 10:42:38 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2769.2,2025-01-22 11:35:32 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2745.3,2025-01-23 07:23:56 -0600,MKT,Future
Dani Nikolov,GC,Sell,7,0,2750.2,2025-01-23 08:19:48 -0600,MKT,Future
Dani Nikolov,GC,Buy,7,0,2751.7,2025-01-23 09:01:53 -0600,MKT,Future
Dani Nikolov,GC,Buy,7,0,2749.4,2025-01-23 09:22:58 -0600,MKT,Future
Dani Nikolov,GC,Buy,10,0,2935.0,2025-02-21 02:20:01 -0600,LMT,Future
Dani Nikolov,GC,Sell,10,0,2945.1,2025-02-20 22:17:35 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2765.0,2025-01-29 13:01:25 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2766.2,2025-01-29 13:01:40 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2773.9,2025-01-29 13:41:39 -0600,MKT,Future
Dani Nikolov,GC,Buy,7,0,2773.2,2025-01-29 13:43:05 -0600,MKT,Future
Dani Nikolov,GC,Sell,7,0,2823.3,2025-01-30 10:08:56 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2846.5,2025-01-30 12:02:41 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2844.4,2025-01-30 12:45:08 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2851.1,2025-01-31 08:06:28 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2861.0,2025-01-31 09:08:10 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2836.0,2025-02-02 18:38:07 -0600,LMT,Future
Dani Nikolov,GC,Buy,8,0,2833.9,2025-02-02 18:55:34 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2807.5,2025-02-02 21:58:38 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2814.7,2025-02-02 23:27:39 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2822.4,2025-02-03 01:54:45 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2842.2,2025-02-03 06:38:06 -0600,LMT,Future
Dani Nikolov,GC,Buy,8,0,2850.8,2025-02-03 07:31:55 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2858.1,2025-02-03 08:43:54 -0600,LMT,Future
Dani Nikolov,GC,Buy,8,0,2860.3,2025-02-03 11:50:23 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2857.8,2025-02-03 11:56:55 -0600,MKT,Future
Dani Nikolov,GC,Buy,8,0,2872.2,2025-02-04 10:45:13 -0600,MKT,Future
Dani Nikolov,GC,Sell,8,0,2900.0,2025-02-05 04:34:27 -0600,LMT,Future
Dani Nikolov,GC,Buy,8,0,2895.4,2025-02-05 09:08:17 -0600,MKT,Future
Dani Nikolov,GC,Buy,2,0,2876.8,2025-02-06 13:11:19 -0600,MKT,Future
Dani Nikolov,GC,Sell,10,0,2889.9,2025-02-07 10:41:08 -0600,MKT,Future
Dani Nikolov,GC,Buy,10,0,2900.5,2025-02-09 21:51:31 -0600,MKT,Future
Dani Nikolov,GC,Sell,10,0,2900.9,2025-02-09 22:04:51 -0600,MKT,Future
Dani Nikolov,GC,Buy,10,0,2907.8,2025-02-10 00:08:13 -0600,MKT,Future
Dani Nikolov,GC,Sell,10,0,2919.8,2025-02-10 01:31:30 -0600,LMT,Future
Dani Nikolov,GC,Buy,10,0,2935.3,2025-02-10 14:21:11 -0600,MKT,Future
Dani Nikolov,GC,Sell,10,0,2949.3,2025-02-10 19:08:01 -0600,LMT,Future
Dani Nikolov,GC,Buy,10,0,2946.1,2025-02-10 22:26:05 -0600,LMT,Future
Dani Nikolov,GC,Sell,10,0,2948.5,2025-02-11 00:21:18 -0600,MKT,Future
Dani Nikolov,GC,Buy,10,0,2926.7,2025-02-11 08:17:48 -0600,MKT,Future
Dani Nikolov,GC,Sell,10,0,2928.1,2025-02-11 11:02:49 -0600,MKT,Future
Dani Nikolov,GC,Buy,10,0,2923.3,2025-02-11 19:49:53 -0600,MKT,Future
Dani Nikolov,GC,Sell,10,0,2910.3,2025-02-11 22:57:22 -0600,MKT,Future
Dani Nikolov,GC,Buy,10,0,2917.6,2025-02-12 00:21:08 -0600,MKT,Future
Dani Nikolov,GC,Sell,10,0,2914.1,2025-02-12 09:11:04 -0600,MKT,Future
Dani Nikolov,GC,Buy,10,0,2933.1,2025-02-12 11:11:03 -0600,MKT,Future
Dani Nikolov,GC,Sell,10,0,2930.0,2025-02-12 11:44:57 -0600,MKT,Future
Dani Nikolov,GC,Buy,10,0,2942.1,2025-02-13 01:03:41 -0600,MKT,Future
Demetri Frangiadakis,ES,Buy,1,0,6033.75,2025-02-21 14:43:34 -0600,MKT,Future
Demetri Frangiadakis,ES,Buy,2,0,6032.0,2025-02-21 14:42:28 -0600,MKT,Future
Demetri Frangiadakis,ES,Buy,1,0,6033.0,2025-02-21 14:42:02 -0600,LMT,Future
Demetri Frangiadakis,ES,Buy,1,0,6033.5,2025-02-21 14:42:00 -0600,LMT,Future
Demetri Frangiadakis,ES,Buy,1,0,6034.25,2025-02-21 14:41:13 -0600,MKT,Future
Emma D,NQ,Sell,3,0,22170.0,2025-02-18 12:29:20 -0600,MKT,Future
Emma D,NQ,Sell,3,0,21583.5,2025-02-04 09:03:54 -0600,MKT,Future
Emma D,MNQ,Buy,3,0,21630.75,2025-02-04 09:13:58 -0600,MKT,Future
Emma D,NQ,Buy,3,0,21632.0,2025-02-04 09:16:18 -0600,LMT,Future
Emma D,ES,Sell,2,0,6059.5,2025-02-04 10:06:19 -0600,MKT,Future
Emma D,NQ,Sell,3,0,21659.25,2025-02-04 10:06:31 -0600,MKT,Future
Emma D,MNQ,Sell,3,0,21659.25,2025-02-04 10:06:31 -0600,MKT,Future
Emma D,NQ,Buy,1,0,21580.5,2025-02-04 11:48:52 -0600,MKT,Future
Emma D,NQ,Buy,1,0,21598.0,2025-02-04 11:51:15 -0600,MKT,Future
Emma D,NQ,Sell,2,0,21768.25,2025-02-06 08:44:16 -0600,MKT,Future
Emma D,NQ,Buy,4,0,21802.5,2025-02-06 10:15:48 -0600,MKT,Future
Emma D,GC,Buy,3,0,2877.8,2025-02-06 10:18:14 -0600,MKT,Future
Emma D,GC,Sell,3,0,2876.9,2025-02-06 12:07:50 -0600,MKT,Future
Emma D,NQ,Sell,4,0,21789.88,2025-02-07 09:08:42 -0600,MKT,Future
Emma D,NQ,Sell,4,0,21652.88,2025-02-09 18:29:40 -0600,MKT,Future
Emma D,NQ,Buy,4,0,21815.0,2025-02-10 09:02:19 -0600,MKT,Future
